业务,客户编码,MDMID,订单编码,订单行号,订单行号代码,结算单编码,结算单行号,收入含税金额,收入不含税金额
零售,601488,10021857,12506580,28,HLB-abb7cc34-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,22,HLB-abb7ce16-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,21,HLB-abb7cd81-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,19,HLB-abb7cd48-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,18,HLB-abb7cd96-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,17,HLB-abb7cdc0-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,16,HLB-abb7cc1f-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,15,HLB-abb7ccc6-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,11,HLB-abb7ccf6-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,7,HLB-abb7cc98-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,6,HLB-abb7cde8-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,3,HLB-abb7cda9-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,2,HLB-abb7cdfe-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12506580,1,HLB-abb7ccaf-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,20,HLB-ecc7bf3e-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,19,HLB-ecc7bf2a-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,18,HLB-ecc7bedb-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,17,HLB-ecc7be00-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,16,HLB-ecc7be6c-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,15,HLB-ecc7bf7b-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,14,HLB-ecc7bf51-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,13,HLB-ecc7bf04-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,12,HLB-ecc7bef0-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,11,HLB-ecc7bf8f-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,10,HLB-ecc7be81-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12377687,9,HLB-ecc7be16-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
零售,601488,10021857,12542815,2,HLB-d4e8a625-5c63-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,17,HLB-170d9e9d-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,16,HLB-170d9eda-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,14,HLB-170d9e5e-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,9,HLB-170d9e8a-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,8,HLB-170d9eb0-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,7,HLB-170d9e76-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,6,HLB-170d9e37-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,5,HLB-170d9e24-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,3,HLB-170d9e4b-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12508837,2,HLB-170d9ec6-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,18,-184.56,-163.33
零售,601488,10021857,12538556,1,HLB-39ecef2f-5ba8-11f0-8cdb-0c42a112278c,ZRTC20260424025,17,-311.73,-275.87
零售,601488,10021857,12162106,91,HLB-27f4b507-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.3,-249.82
零售,601488,10021857,12162106,90,HLB-27f4b4e0-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12162106,83,HLB-27f4b57d-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12162106,52,HLB-27f4b468-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12162106,43,HLB-27f4b492-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12162106,42,HLB-27f4b43e-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12162106,32,HLB-27f4b52f-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12162106,25,HLB-27f4b4b8-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12162106,15,HLB-27f4b40e-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12162106,10,HLB-27f4b556-41de-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12512473,14,HLB-06a08929-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12512473,12,HLB-06a0895d-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,15,HLB-0dead143-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,14,HLB-0dead157-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,13,HLB-0dead0b1-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,12,HLB-0dead196-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,11,HLB-0dead0f0-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,10,HLB-0dead119-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,9,HLB-0dead075-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,8,HLB-0dead09e-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,7,HLB-0dead089-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,6,HLB-0dead0c5-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,5,HLB-0dead12d-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,4,HLB-0dead183-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,3,HLB-0dead0dc-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,2,HLB-0dead16e-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12375045,1,HLB-0dead104-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,30,HLB-04b07d6d-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,29,HLB-04b07aeb-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,28,HLB-04b07d2b-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,27,HLB-04b07c74-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,26,HLB-04b07b95-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,25,HLB-04b07b52-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,24,HLB-04b07cd8-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,23,HLB-04b07c35-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,22,HLB-04b07bf5-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,21,HLB-04b07c5f-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,20,HLB-04b07d17-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,19,HLB-04b07cc2-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,18,HLB-04b07c88-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,17,HLB-04b07c49-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,16,HLB-04b07c0a-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,15,HLB-04b07bb0-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,14,HLB-04b07b37-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,13,HLB-04b07d04-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,12,HLB-04b07c21-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,11,HLB-04b07b68-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,10,HLB-04b07caf-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,9,HLB-04b07bc8-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,8,HLB-04b07d42-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,7,HLB-04b07ced-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,6,HLB-04b07b7f-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,5,HLB-04b07d86-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,4,HLB-04b07bde-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12517981,3,HLB-04b07d9a-5898-11f0-8cdb-0c42a112278c,ZRTC20260424025,16,-282.06,-249.61
零售,601488,10021857,12508833,21,HLB-16a9bfec-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,20,HLB-16a9c1bb-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,19,HLB-16a9c0c0-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,17,HLB-16a9bfcf-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,16,HLB-16a9c158-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,14,HLB-16a9c0ac-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,6,HLB-16a9c216-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,5,HLB-16a9c13f-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,2,HLB-16a9c056-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508833,1,HLB-16a9bf99-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12544958,1,HLB-bf69c281-5c89-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12544992,1,HLB-2b02a969-5c8a-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,19,HLB-ad5be0d1-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,18,HLB-ad5bdffa-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,15,HLB-ad5be03f-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,14,HLB-ad5be092-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,12,HLB-ad5be0be-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,11,HLB-ad5bdf96-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,10,HLB-ad5be0aa-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,8,HLB-ad5be069-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,3,HLB-ad5be054-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12581705,2,HLB-ad5be07e-615e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,39,HLB-345430c2-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,38,HLB-34543177-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,37,HLB-345430de-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,36,HLB-345430f3-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,35,HLB-3454310d-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,33,HLB-3454323b-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,32,HLB-34543203-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,31,HLB-345431a3-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,29,HLB-345431bb-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,28,HLB-34543094-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,27,HLB-34542fca-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,26,HLB-34543146-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,18,HLB-345430ae-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,15,HLB-3454315f-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,14,HLB-345431e6-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,13,HLB-34543079-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,12,HLB-345431d1-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,11,HLB-34543253-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,6,HLB-3454318d-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12430186,1,HLB-3454321b-5258-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,38,HLB-edfbea78-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,37,HLB-ee16a09f-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,36,HLB-edfbea8b-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,34,HLB-edfbea29-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,33,HLB-ee16a0cf-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,29,HLB-edfbea65-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,27,HLB-ee16a0fa-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,26,HLB-edfbeab5-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,23,HLB-ee16a112-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,20,HLB-edfbeaa1-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,17,HLB-edfbeac8-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,16,HLB-ee16a055-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,14,HLB-ee169ff8-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,13,HLB-ee16a06d-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,10,HLB-ee16a0b8-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,8,HLB-ee16a083-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,7,HLB-edfbea3c-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,4,HLB-edfbe9fe-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,2,HLB-edfbea14-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12518910,1,HLB-ee16a0e5-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508839,57,HLB-172f7b78-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508839,54,HLB-172f7c36-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508839,53,HLB-172f7b4e-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508839,52,HLB-172f7bce-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508839,51,HLB-172f7ad0-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508823,47,HLB-15bef8b7-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,36,HLB-159a7355-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,30,HLB-159a7237-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,27,HLB-159a7275-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,25,HLB-159a7221-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,22,HLB-15bef850-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,21,HLB-159a72b1-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,16,HLB-15bef837-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,15,HLB-159a720c-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,14,HLB-159a724b-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,13,HLB-15bef7eb-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,11,HLB-159a729c-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,9,HLB-159a7261-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,6,HLB-15bef869-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,4,HLB-159a7369-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,3,HLB-159a72c7-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,1,HLB-15bef89c-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12520932,30,HLB-7aaa1416-5935-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12520932,29,HLB-7aaa13d7-5935-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12520932,28,HLB-7aaa12f3-5935-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12520932,27,HLB-7aaa12b9-5935-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,40,HLB-159a7316-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,39,HLB-15bef883-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,38,HLB-159a71cb-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508823,37,HLB-159a71f5-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12512474,29,HLB-06a08b4c-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,25,HLB-06c38ad5-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,24,HLB-06c38b90-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,23,HLB-06c38a8d-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,22,HLB-06a08bdb-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,21,HLB-06a08ad1-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,16,HLB-06a08b75-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,15,HLB-06a08a27-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,14,HLB-06c389e7-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,13,HLB-06a08a10-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,12,HLB-06a08b38-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,7,HLB-06c38bbc-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,6,HLB-06c38ba5-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,5,HLB-06a08b0f-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,3,HLB-06a089b7-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,2,HLB-06a08abb-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
零售,601488,10021857,12512474,1,HLB-06c38b3e-57bf-11f0-8cdb-0c42a112278c,ZRTC20260424025,2,-338.62,-299.66
