DMS结算订单,DMS行唯一ID,DMS行下层明细ID,DMS参考订单号码,DMS订单行号,工厂,DRP订单金额,DRP/LTC折扣金额,SD 凭证,交货,开票凭证,处理日期,处理时间,消息文本,信息类型,DMS收入确认回传,消息文本.1
ZRTC20260424025,1-7Z1TIK,QC@76170270,12496901,HLB-97640d36-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76170271,12496901,HLB-97640d4b-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76170272,12496901,HLB-97640d22-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76170273,12496901,HLB-97640cb9-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76170274,12496901,HLB-97640c90-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76170275,12496901,HLB-97640ce3-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76170276,12496901,HLB-97640ca5-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76237951,12464760,HLB-c0b631cd-5482-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466388,12402385,HLB-635c038b-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466389,12402385,HLB-635c0353-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466390,12402385,HLB-635c02ab-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466391,12402385,HLB-635c03bd-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466392,12402385,HLB-635c0370-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466393,12402385,HLB-635c03a7-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466394,12402385,HLB-635c0337-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466395,12402385,HLB-635c03e9-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466396,12402385,HLB-635c03d4-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76466397,12402385,HLB-635c031e-50be-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76467326,12376726,HLB-b47023c3-4f28-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76665774,12556052,HLB-93a0dcbb-5e23-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76665775,12556052,HLB-93a0dcd0-5e23-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76665776,12556052,HLB-93a0dcfe-5e23-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76665777,12556052,HLB-93a0dc53-5e23-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76665778,12556052,HLB-93a0dce9-5e23-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76665779,12556052,HLB-93a0dc9d-5e23-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76665780,12556052,HLB-93a0dd29-5e23-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76665781,12556052,HLB-93a0dd15-5e23-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@76785198,12488441,HLB-2508cccd-556f-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77342771,12332297,HLB-946dfd3a-4ca7-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77346553,12376704,HLB-68a7742e-4f28-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534318,12539773,HLB-f8cbdc41-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534319,12539773,HLB-f8cbdd2a-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534320,12539773,HLB-f8cbdd3e-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534321,12539773,HLB-f8cbdd52-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534322,12539773,HLB-f8cbdd16-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534323,12539773,HLB-f8cbdd66-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534324,12539773,HLB-f8cbdcec-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534325,12539773,HLB-f8cbdcd6-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534326,12539773,HLB-f8cbdd01-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77534327,12539773,HLB-f8cbdcb9-5bc0-11f0-8cdb-0c42a112278c,1000.0,566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969901,12496896,HLB-968e04ed-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969902,12496896,HLB-968e049b-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969903,12496896,HLB-968e04d8-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969904,12496896,HLB-968e0515-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969905,12496896,HLB-968e0501-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969906,12496896,HLB-968e0540-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969907,12496896,HLB-968e04af-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969908,12496896,HLB-968e04c4-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969909,12496896,HLB-968e0529-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@77969910,12496896,HLB-968e0485-5594-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78013535,12376747,HLB-e2040ad1-4f28-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042934,12539798,HLB-45c9754e-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042935,12539798,HLB-45c97577-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042936,12539798,HLB-45c974ef-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042937,12539798,HLB-45c975f3-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042938,12539798,HLB-45c97615-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042939,12539798,HLB-45c975b9-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042940,12539798,HLB-45c975a4-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042941,12539798,HLB-45c9758d-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042942,12539798,HLB-45c97635-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78042943,12539798,HLB-45c975d4-5bc1-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78795521,12508840,HLB-17504245-570e-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78795522,12508840,HLB-1750422e-570e-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@78999392,12451540,HLB-95d9fe09-53b7-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593669,12375047,HLB-0e2efac8-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593670,12375047,HLB-0e2ef941-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593671,12375047,HLB-0e2efbbf-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593672,12375047,HLB-0e2ef8e0-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593673,12375047,HLB-0e2efa1d-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593674,12375047,HLB-0e0baf1e-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593675,12375047,HLB-0e2efa98-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593676,12375047,HLB-0e2efb07-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593677,12375047,HLB-0e2ef9b6-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593678,12375047,HLB-0e2ef90f-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593679,12375047,HLB-0e2efbea-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593680,12375047,HLB-0e0bae78-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593681,12375047,HLB-0e2efbd4-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593682,12375047,HLB-0e2ef978-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593683,12375047,HLB-0e2efa6c-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593684,12375047,HLB-0e2efb1c-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593685,12375047,HLB-0e2efbaa-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593686,12375047,HLB-0e0baef7-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593687,12375047,HLB-0e0baea5-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593688,12375047,HLB-0e2efa84-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593689,12375047,HLB-0e2efaf3-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593690,12375047,HLB-0e2ef816-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593691,12375047,HLB-0e0baeb9-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593692,12375047,HLB-0e2ef9f9-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593693,12375047,HLB-0e2ef893-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593694,12375047,HLB-0e2efb43-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593695,12375047,HLB-0e2ef926-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593696,12375047,HLB-0e2efab1-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593697,12375047,HLB-0e0baf32-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593698,12375047,HLB-0e0baee4-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593699,12375047,HLB-0e0baecf-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593700,12375047,HLB-0e2efadd-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593701,12375047,HLB-0e2efb81-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593702,12375047,HLB-0e2efb95-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593703,12375047,HLB-0e2efb6c-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593704,12375047,HLB-0e2efc01-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593705,12375047,HLB-0e2efa54-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593706,12375047,HLB-0e2efc15-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593707,12375047,HLB-0e2efa3d-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593708,12375047,HLB-0e2ef8f9-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593709,12375047,HLB-0e2ef95b-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593710,12375047,HLB-0e0baf0b-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593711,12375047,HLB-0e2efb2f-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593712,12375047,HLB-0e2ef8ae-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593713,12375047,HLB-0e0bae90-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593714,12375047,HLB-0e2ef999-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593715,12375047,HLB-0e2efb57-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
ZRTC20260424025,1-7Z1TIK,QC@79593716,12375047,HLB-0e2ef9d4-4f18-11f0-8cdb-0c42a112278c,1000.0,-566.78,0,60245992,,920835973,2026-04-26,12:21:30,销售订单0060245992创建成功开票：0920835973,S,1,成功
